# Stripe 82 selection function from McGreer et al. (2013)
# corrected for cosmology in M1450
# corrected for photometric and spectroscopic incompleteness
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only a low redshift due to host-galaxy correction.
# counter   z   M1450   p   dz   dmag 
  376  4.875  -28.08  0.64125  0.0500  0.100
  377  4.875  -27.98  0.69350  0.0500  0.100
  378  4.875  -27.88  0.66025  0.0500  0.100
  379  4.875  -27.78  0.69350  0.0500  0.100
  380  4.875  -27.68  0.70775  0.0500  0.100
  381  4.875  -27.58  0.67450  0.0500  0.100
  382  4.875  -27.48  0.72675  0.0500  0.100
  383  4.875  -27.38  0.68400  0.0500  0.100
  384  4.875  -27.28  0.77425  0.0500  0.100
  385  4.875  -27.18  0.76475  0.0500  0.100
  386  4.875  -27.08  0.77425  0.0500  0.100
  387  4.875  -26.98  0.72675  0.0500  0.100
  388  4.875  -26.88  0.79325  0.0500  0.100
  389  4.875  -26.78  0.75050  0.0500  0.100
  390  4.875  -26.68  0.77900  0.0500  0.100
  391  4.875  -26.58  0.78850  0.0500  0.100
  392  4.875  -26.48  0.76000  0.0500  0.100
  393  4.875  -26.38  0.80750  0.0500  0.100
  394  4.875  -26.28  0.84550  0.0500  0.100
  395  4.875  -26.18  0.79325  0.0500  0.100
  396  4.875  -26.08  0.83125  0.0500  0.100
  397  4.875  -25.98  0.83125  0.0500  0.100
  398  4.875  -25.88  0.77712  0.0500  0.100
  399  4.875  -25.78  0.77111  0.0500  0.100
  400  4.875  -25.68  0.74122  0.0500  0.100
  401  4.875  -25.58  0.74426  0.0500  0.100
  402  4.875  -25.48  0.68872  0.0500  0.100
  403  4.875  -25.38  0.76897  0.0500  0.100
  404  4.875  -25.28  0.74673  0.0500  0.100
  405  4.875  -25.18  0.76141  0.0500  0.100
  406  4.875  -25.08  0.75511  0.0500  0.100
  407  4.875  -24.98  0.76351  0.0500  0.100
  408  4.875  -24.88  0.75972  0.0500  0.100
  409  4.875  -24.78  0.81278  0.0500  0.100
  410  4.875  -24.68  0.77849  0.0500  0.100
  411  4.875  -24.58  0.75844  0.0500  0.100
  412  4.875  -24.48  0.72303  0.0500  0.100
  413  4.875  -24.38  0.68172  0.0500  0.100
  414  4.875  -24.28  0.62272  0.0500  0.100
  415  4.875  -24.18  0.52655  0.0500  0.100
  416  4.875  -24.08  0.36444  0.0500  0.100
  417  4.875  -23.98  0.20046  0.0500  0.100
  418  4.875  -23.88  0.06007  0.0500  0.100
  419  4.875  -23.78  0.00430  0.0500  0.100
  420  4.875  -23.68  0.00000  0.0500  0.100
  421  4.875  -23.58  0.00000  0.0500  0.100
  422  4.875  -23.48  0.00000  0.0500  0.100
  423  4.875  -23.38  0.00000  0.0500  0.100
  424  4.875  -23.28  0.00000  0.0500  0.100
  425  4.925  -28.48  0.42275  0.0500  0.100
  426  4.925  -28.38  0.44650  0.0500  0.100
  427  4.925  -28.28  0.45600  0.0500  0.100
  428  4.925  -28.18  0.51775  0.0500  0.100
  429  4.925  -28.08  0.48450  0.0500  0.100
  430  4.925  -27.98  0.49875  0.0500  0.100
  431  4.925  -27.88  0.50350  0.0500  0.100
  432  4.925  -27.78  0.57000  0.0500  0.100
  433  4.925  -27.68  0.51775  0.0500  0.100
  434  4.925  -27.58  0.51775  0.0500  0.100
  435  4.925  -27.48  0.55575  0.0500  0.100
  436  4.925  -27.38  0.51300  0.0500  0.100
  437  4.925  -27.28  0.61275  0.0500  0.100
  438  4.925  -27.18  0.57000  0.0500  0.100
  439  4.925  -27.08  0.66025  0.0500  0.100
  440  4.925  -26.98  0.62225  0.0500  0.100
  441  4.925  -26.88  0.62225  0.0500  0.100
  442  4.925  -26.78  0.60325  0.0500  0.100
  443  4.925  -26.68  0.62225  0.0500  0.100
  444  4.925  -26.58  0.61275  0.0500  0.100
  445  4.925  -26.48  0.68400  0.0500  0.100
  446  4.925  -26.38  0.67450  0.0500  0.100
  447  4.925  -26.28  0.65075  0.0500  0.100
  448  4.925  -26.18  0.72675  0.0500  0.100
  449  4.925  -26.08  0.72200  0.0500  0.100
  450  4.925  -25.98  0.68400  0.0500  0.100
  451  4.925  -25.88  0.70566  0.0500  0.100
  452  4.925  -25.78  0.67527  0.0500  0.100
  453  4.925  -25.68  0.64324  0.0500  0.100
  454  4.925  -25.58  0.69827  0.0500  0.100
  455  4.925  -25.48  0.66397  0.0500  0.100
  456  4.925  -25.38  0.69126  0.0500  0.100
  457  4.925  -25.28  0.65696  0.0500  0.100
  458  4.925  -25.18  0.66316  0.0500  0.100
  459  4.925  -25.08  0.70147  0.0500  0.100
  460  4.925  -24.98  0.66755  0.0500  0.100
  461  4.925  -24.88  0.66686  0.0500  0.100
  462  4.925  -24.78  0.70639  0.0500  0.100
  463  4.925  -24.68  0.70617  0.0500  0.100
  464  4.925  -24.58  0.72911  0.0500  0.100
  465  4.925  -24.48  0.64225  0.0500  0.100
  466  4.925  -24.38  0.64006  0.0500  0.100
  467  4.925  -24.28  0.57456  0.0500  0.100
  468  4.925  -24.18  0.44787  0.0500  0.100
  469  4.925  -24.08  0.23779  0.0500  0.100
  470  4.925  -23.98  0.07760  0.0500  0.100
  471  4.925  -23.88  0.01767  0.0500  0.100
  472  4.925  -23.78  0.00000  0.0500  0.100
  473  4.925  -23.68  0.00000  0.0500  0.100
  474  4.925  -23.58  0.00000  0.0500  0.100
  475  4.925  -23.48  0.00000  0.0500  0.100
  476  4.925  -23.38  0.00000  0.0500  0.100
  477  4.925  -23.28  0.00000  0.0500  0.100
  478  4.975  -28.48  0.26125  0.0500  0.100
  479  4.975  -28.38  0.30875  0.0500  0.100
  480  4.975  -28.28  0.23750  0.0500  0.100
  481  4.975  -28.18  0.34200  0.0500  0.100
  482  4.975  -28.08  0.33250  0.0500  0.100
  483  4.975  -27.98  0.31825  0.0500  0.100
  484  4.975  -27.88  0.31350  0.0500  0.100
  485  4.975  -27.78  0.42750  0.0500  0.100
  486  4.975  -27.68  0.38475  0.0500  0.100
  487  4.975  -27.58  0.43225  0.0500  0.100
  488  4.975  -27.48  0.32300  0.0500  0.100
  489  4.975  -27.38  0.44650  0.0500  0.100
  490  4.975  -27.28  0.41325  0.0500  0.100
  491  4.975  -27.18  0.41325  0.0500  0.100
  492  4.975  -27.08  0.48450  0.0500  0.100
  493  4.975  -26.98  0.48450  0.0500  0.100
  494  4.975  -26.88  0.45600  0.0500  0.100
  495  4.975  -26.78  0.49875  0.0500  0.100
  496  4.975  -26.68  0.49875  0.0500  0.100
  497  4.975  -26.58  0.49400  0.0500  0.100
  498  4.975  -26.48  0.51300  0.0500  0.100
  499  4.975  -26.38  0.49875  0.0500  0.100
  500  4.975  -26.28  0.62225  0.0500  0.100
  501  4.975  -26.18  0.61750  0.0500  0.100
  502  4.975  -26.08  0.65075  0.0500  0.100
  503  4.975  -25.98  0.56050  0.0500  0.100
  504  4.975  -25.88  0.51361  0.0500  0.100
  505  4.975  -25.78  0.58378  0.0500  0.100
  506  4.975  -25.68  0.56657  0.0500  0.100
