# 2SLAQ sample in NGP region (Croom et al. 2009, MNRAS, 392, 19; Croom et al. 2009, MNRAS, 399, 1755)
# 8153 QSOs, 0.4<z<2.6, gmag_dered<21.85, 127.7deg2, range 2.2<z<2.6 likely superseded by BOSS
# sample includes QSOs previously observed by SDSS and 2QZ, minor double-counting with z<2.2 SDSS sample
# M1450 computed with gmag corrected for host galaxy light (Croom et al. 2009, MNRAS, 392, 19) and Beta's SED
# Croom et al.: host galaxy contribution significant and model-dependent at z<0.4 so only z>0.4 QSOs considered
# selection function corrected for coverage completeness (not all targets observed, different for NGP and SGP regions, Fig 4 in catalog paper)
# selection function corrected for spectroscopic completeness (redshift success, Fig 6b in catalog paper, only quality=1 redshifts considered)
# counter  z     M1450  p       area    sample
      426  0.659 -21.92 0.69595  127.70 2
      427  0.660 -21.37 0.63270  127.70 2
      428  0.660 -21.14 0.59352  127.70 2
      429  0.660 -20.97 0.50337  127.70 2
      430  0.661 -22.66 0.78304  127.70 2
      431  0.661 -20.99 0.50337  127.70 2
      432  0.661 -21.04 0.59352  127.70 2
      433  0.662 -23.48 0.89277  127.70 2
      434  0.662 -21.30 0.63270  127.70 2
      435  0.663 -21.59 0.59891  127.70 2
      436  0.663 -22.73 0.78304  127.70 2
      437  0.663 -21.56 0.59891  127.70 2
      438  0.664 -21.14 0.59352  127.70 2
      439  0.664 -21.31 0.63270  127.70 2
      440  0.664 -21.31 0.63270  127.70 2
      441  0.664 -21.71 0.59891  127.70 2
      442  0.664 -21.27 0.59352  127.70 2
      443  0.664 -21.53 0.63270  127.70 2
      444  0.665 -22.40 0.74051  127.70 2
      445  0.666 -21.56 0.59891  127.70 2
      446  0.667 -21.97 0.69595  127.70 2
      447  0.668 -21.08 0.59352  127.70 2
      448  0.668 -22.44 0.74051  127.70 2
      449  0.669 -21.18 0.59352  127.70 2
      450  0.669 -20.73 0.32160  127.70 2
      451  0.669 -22.19 0.70950  127.70 2
      452  0.669 -21.07 0.59352  127.70 2
      453  0.670 -21.81 0.59891  127.70 2
      454  0.670 -20.84 0.50337  127.70 2
      455  0.670 -22.34 0.74051  127.70 2
      456  0.670 -21.99 0.69595  127.70 2
      457  0.670 -21.08 0.59352  127.70 2
      458  0.671 -20.45 0.28174  127.70 2
      459  0.672 -21.01 0.50337  127.70 2
      460  0.673 -22.92 0.85496  127.70 2
      461  0.673 -20.26 0.21575  127.70 2
      462  0.673 -21.39 0.63270  127.70 2
      463  0.673 -20.85 0.50337  127.70 2
      464  0.674 -22.26 0.70950  127.70 2
      465  0.674 -21.54 0.63270  127.70 2
      466  0.674 -22.98 0.85496  127.70 2
      467  0.675 -21.19 0.59352  127.70 2
      468  0.675 -21.40 0.67277  127.70 2
      469  0.675 -21.77 0.61963  127.70 2
      470  0.676 -21.55 0.67277  127.70 2
      471  0.676 -21.08 0.57261  127.70 2
      472  0.676 -23.18 0.87306  127.70 2
      473  0.676 -20.99 0.57261  127.70 2
      474  0.676 -22.06 0.71450  127.70 2
      475  0.676 -21.45 0.67277  127.70 2
      476  0.677 -23.28 0.87306  127.70 2
      477  0.678 -23.47 0.89371  127.70 2
      478  0.678 -22.60 0.76812  127.70 2
      479  0.678 -23.29 0.87306  127.70 2
      480  0.680 -21.38 0.67277  127.70 2
      481  0.680 -22.55 0.76812  127.70 2
      482  0.680 -21.21 0.63801  127.70 2
      483  0.682 -21.58 0.67277  127.70 2
      484  0.682 -21.23 0.63801  127.70 2
      485  0.683 -21.46 0.67277  127.70 2
      486  0.684 -21.83 0.61963  127.70 2
      487  0.684 -21.36 0.63801  127.70 2
      488  0.684 -20.50 0.34956  127.70 2
      489  0.685 -22.76 0.82189  127.70 2
      490  0.685 -21.28 0.63801  127.70 2
      491  0.685 -20.61 0.34956  127.70 2
      492  0.686 -21.49 0.67277  127.70 2
      493  0.686 -20.59 0.34956  127.70 2
      494  0.686 -20.52 0.34956  127.70 2
      495  0.686 -21.78 0.61963  127.70 2
      496  0.687 -21.08 0.57261  127.70 2
      497  0.688 -20.78 0.39895  127.70 2
      498  0.688 -21.42 0.67277  127.70 2
      499  0.688 -23.04 0.88236  127.70 2
      500  0.688 -22.47 0.76812  127.70 2
      501  0.689 -21.61 0.67277  127.70 2
      502  0.689 -20.76 0.39895  127.70 2
      503  0.689 -22.01 0.71450  127.70 2
      504  0.690 -22.94 0.88236  127.70 2
      505  0.691 -22.02 0.71450  127.70 2
      506  0.691 -22.12 0.71450  127.70 2
      507  0.692 -21.19 0.63801  127.70 2
      508  0.692 -21.04 0.57261  127.70 2
      509  0.693 -21.82 0.61963  127.70 2
      510  0.693 -21.31 0.63801  127.70 2
      511  0.695 -23.46 0.89371  127.70 2
      512  0.695 -22.48 0.76812  127.70 2
      513  0.695 -20.31 0.27850  127.70 2
      514  0.696 -21.44 0.67277  127.70 2
      515  0.696 -23.10 0.88236  127.70 2
      516  0.696 -22.66 0.76812  127.70 2
      517  0.697 -21.63 0.67277  127.70 2
      518  0.697 -21.75 0.61963  127.70 2
      519  0.697 -21.29 0.63801  127.70 2
      520  0.697 -21.93 0.71450  127.70 2
      521  0.697 -23.13 0.88236  127.70 2
      522  0.697 -22.41 0.73700  127.70 2
      523  0.698 -20.77 0.39895  127.70 2
      524  0.698 -21.61 0.67277  127.70 2
